Thu, 24 Oct 2013 10:24:58 CEST: class RSSThread, method run, Visiting: http://www.spiegel.de/wissenschaft/index.rss
Thu, 24 Oct 2013 10:25:08 CEST: class RSSThread, method run, Visiting: http://www.spiegel.de/kultur/index.rss
Thu, 24 Oct 2013 10:25:20 CEST: class RSSThread, method run, Visiting: http://www.spiegel.de/politik/index.rss
Thu, 24 Oct 2013 10:25:33 CEST: class RSSThread, method run, Visiting: http://newsfeed.zeit.de/auto/index
Thu, 24 Oct 2013 10:26:07 CEST: class RSSThread, method run, Visiting: http://newsfeed.zeit.de/karriere/index
Thu, 24 Oct 2013 10:26:15 CEST: class RSSThread, method run, Visiting: http://newsfeed.zeit.de/studium/index
Thu, 24 Oct 2013 10:26:23 CEST: class RSSThread, method run, Visiting: http://newsfeed.zeit.de/meinung/index
Thu, 24 Oct 2013 10:26:31 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:26:32 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:26:32 CEST: class RSSThread, method update, Start to read new sources
Thu, 24 Oct 2013 10:26:32 CEST: class RSSThread, method update, Finish to read new sources
Thu, 24 Oct 2013 10:26:32 CEST: class RSSThread, method run, RSS Server started!
Thu, 24 Oct 2013 10:26:32 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/finanzen/
Thu, 24 Oct 2013 10:26:34 CEST: class RSSThread, method run, Visiting: http://newsfeed.zeit.de/politik/index
Thu, 24 Oct 2013 10:26:36 CEST: class RSSThread, method run, Override interval with 5 minutes for Finanzen - FAZ.NET
Thu, 24 Oct 2013 10:26:36 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/gesellschaft/index
Thu, 24 Oct 2013 10:26:41 CEST: class RSSParser, method genItem, Invalid time format: null
Thu, 24 Oct 2013 10:26:42 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/sport/
Thu, 24 Oct 2013 10:26:44 CEST: class RSSThread, method run, Visiting: http://www.faz.net/rss/aktuell/technik-motor/
Thu, 24 Oct 2013 10:26:46 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:26:46 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:26:46 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:26:46 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:26:49 CEST: class RSSThread, method run, Override interval with 5 minutes for Sport - FAZ.NET
Thu, 24 Oct 2013 10:26:49 CEST: class RSSThread, method run, First visit: http://www.spiegel.de/sport/index.rss
Thu, 24 Oct 2013 10:26:50 CEST: class RSSThread, method run, First visit: http://feeds.washingtonpost.com/rss/politics
Thu, 24 Oct 2013 10:27:04 CEST: class RSSThread, method run, Override interval with 5 minutes for Post Politics: Breaking Politics News, Political Analysis & More - The Washington Post
Thu, 24 Oct 2013 10:27:04 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/gesellschaft/
Thu, 24 Oct 2013 10:27:34 CEST: class RSSThread, method run, Override interval with 5 minutes for Gesellschaft - FAZ.NET
Thu, 24 Oct 2013 10:27:34 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/wissen/index
Thu, 24 Oct 2013 10:27:40 CEST: class RSSThread, method run, First visit: http://rss.cnn.com/rss/edition_technology.rss
Thu, 24 Oct 2013 10:28:16 CEST: class RSSThread, method run, Visiting: http://www.faz.net/rss/aktuell/reise/
Thu, 24 Oct 2013 10:28:16 CEST: class RSSThread, method run, Override interval with 10 minutes for CNN.com - Technology
Thu, 24 Oct 2013 10:28:16 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/feuilleton/
Thu, 24 Oct 2013 10:28:24 CEST: class RSSThread, method run, Override interval with 5 minutes for Feuilleton - FAZ.NET
Thu, 24 Oct 2013 10:28:24 CEST: class RSSThread, method run, First visit: http://rss.cnn.com/rss/edition_entertainment.rss
Thu, 24 Oct 2013 10:28:25 CEST: class RSSThread, method run, Visiting: http://feeds.washingtonpost.com/rss/sports
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method update, Start to read new sources
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method update, Finish to read new sources
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method run, RSS Server started!
Thu, 24 Oct 2013 10:29:27 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/finanzen/
Thu, 24 Oct 2013 10:29:38 CEST: class RSSThread, method run, Override interval with 5 minutes for Finanzen - FAZ.NET
Thu, 24 Oct 2013 10:29:38 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/gesellschaft/index
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method update, Start to read new sources
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method update, Finish to read new sources
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method run, RSS Server started!
Thu, 24 Oct 2013 10:29:51 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/finanzen/
Thu, 24 Oct 2013 10:29:55 CEST: class RSSThread, method run, Override interval with 5 minutes for Finanzen - FAZ.NET
Thu, 24 Oct 2013 10:29:55 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/gesellschaft/index
Thu, 24 Oct 2013 10:30:00 CEST: class RSSParser, method genItem, Invalid time format: null
Thu, 24 Oct 2013 10:30:01 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/sport/
Thu, 24 Oct 2013 10:30:11 CEST: class RSSThread, method run, Override interval with 5 minutes for Sport - FAZ.NET
Thu, 24 Oct 2013 10:30:11 CEST: class RSSThread, method run, First visit: http://www.spiegel.de/sport/index.rss
Thu, 24 Oct 2013 10:30:21 CEST: class RSSThread, method run, First visit: http://feeds.washingtonpost.com/rss/politics
Thu, 24 Oct 2013 10:30:38 CEST: class RSSThread, method run, Override interval with 5 minutes for Post Politics: Breaking Politics News, Political Analysis & More - The Washington Post
Thu, 24 Oct 2013 10:30:38 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/gesellschaft/
Thu, 24 Oct 2013 10:30:46 CEST: class RSSThread, method run, Override interval with 5 minutes for Gesellschaft - FAZ.NET
Thu, 24 Oct 2013 10:30:46 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/wissen/index
Thu, 24 Oct 2013 10:31:00 CEST: class RSSThread, method run, First visit: http://rss.cnn.com/rss/edition_technology.rss
Thu, 24 Oct 2013 10:32:27 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:32:27 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:32:27 CEST: class RSSThread, method update, Start to read new sources
Thu, 24 Oct 2013 10:32:28 CEST: class RSSThread, method update, Finish to read new sources
Thu, 24 Oct 2013 10:32:28 CEST: class RSSThread, method run, RSS Server started!
Thu, 24 Oct 2013 10:32:28 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/finanzen/
Thu, 24 Oct 2013 10:32:34 CEST: class RSSThread, method run, Override interval with 5 minutes for Finanzen - FAZ.NET
Thu, 24 Oct 2013 10:32:34 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/gesellschaft/index
Thu, 24 Oct 2013 10:32:39 CEST: class RSSParser, method genItem, Invalid time format: null
Thu, 24 Oct 2013 10:32:42 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/sport/
Thu, 24 Oct 2013 10:32:58 CEST: class RSSThread, method run, Override interval with 5 minutes for Sport - FAZ.NET
Thu, 24 Oct 2013 10:32:58 CEST: class RSSThread, method run, First visit: http://www.spiegel.de/sport/index.rss
Thu, 24 Oct 2013 10:33:08 CEST: class RSSThread, method run, First visit: http://feeds.washingtonpost.com/rss/sports
Thu, 24 Oct 2013 10:33:25 CEST: class RSSThread, method run, Override interval with 5 minutes for Sports: Sports News, Scores, Analysis, Schedules & More - The Washington Post
Thu, 24 Oct 2013 10:33:25 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/gesellschaft/
Thu, 24 Oct 2013 10:33:35 CEST: class RSSThread, method run, Override interval with 5 minutes for Gesellschaft - FAZ.NET
Thu, 24 Oct 2013 10:33:35 CEST: class RSSThread, method run, First visit: http://newsfeed.zeit.de/wissen/index
Thu, 24 Oct 2013 10:33:45 CEST: class RSSThread, method run, First visit: http://rss.cnn.com/rss/edition_technology.rss
Thu, 24 Oct 2013 10:34:13 CEST: class RSSThread, method run, Override interval with 10 minutes for CNN.com - Technology
Thu, 24 Oct 2013 10:34:13 CEST: class RSSThread, method run, First visit: http://feeds.washingtonpost.com/rss/politics
Thu, 24 Oct 2013 10:34:26 CEST: class RSSThread, method update, Start to read new subscriptions
Thu, 24 Oct 2013 10:34:27 CEST: class RSSThread, method update, Finish to read new subscriptions
Thu, 24 Oct 2013 10:34:27 CEST: class RSSThread, method update, Start to read new sources
Thu, 24 Oct 2013 10:34:27 CEST: class RSSThread, method update, Finish to read new sources
Thu, 24 Oct 2013 10:34:27 CEST: class RSSThread, method run, RSS Server started!
Thu, 24 Oct 2013 10:34:27 CEST: class RSSThread, method run, First visit: http://www.faz.net/rss/aktuell/finanzen/
Thu, 24 Oct 2013 10:34:47 CEST: class RSSThread, method run, Override interval with 5 minutes for Finanzen - FAZ.NET
